Title,URL,Source/Domain,Pub Date,Category,Relevance,Authority,Recency,Completeness,Readability,Total,Score Reason
Product Strategy – Focus | Silicon Valley Product Group,https://www.svpg.com/product-strategy-focus/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.8,0.7,0.6875,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 76 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 76 words"
Product Strategy – Insights | Silicon Valley Product Group,https://www.svpg.com/product-strategy-insights/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.8,0.7,0.6875,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 67 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 67 words"
Vision vs. Strategy - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/vision-vs-strategy/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.8,0.7,0.6875,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 63 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 63 words"
Analyzing Product Strategy - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/analyzing-product-strategy/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.65,0.7,0.665,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 44 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 44 words"
Business Strategy vs. Product Strategy - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/business-strategy-vs-product-strategy/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.75,0.7,0.68,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.75: 70 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 70 words"
Examples - Silicon Valley Product Group : Silicon Valley,https://www.svpg.com/examples/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.6,0.7,0.6575,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.60: 24 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 24 words"
Product Strategy in an Agile World - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/product-strategy-in-an-agile-world/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.7,0.7,0.6725,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.70: 53 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 53 words"
Content: Product Strategy Articles : Silicon Valley Product Group,https://www.svpg.com/insights/product-strategy-articles/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.6,0.7,0.6575,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.60: 23 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 23 words"
SVPG: Learn the Product Operating Model : Silicon Valley ...,https://www.svpg.com/,www.svpg.com,,General References,0.4,0.75,0.55,0.55,0.7,0.5625,"Relevance 0.40: matched query terms ['product'] and 0 category keywords for General References | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 25 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 25 words"
Product Strategy: The Missing Link - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/videos/product-strategy-the-missing-link/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.7,0.7,0.6725,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.70: 30 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 30 words"
Product Success - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/product-success/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.7,0.7,0.6725,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.70: 41 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 41 words"
Strategy vs. Execution - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/strategy-vs-execution/,www.svpg.com,,General References,0.55,0.75,0.55,0.75,0.7,0.645,"Relevance 0.55: matched query terms ['product', 'strategy'] and 0 category keywords for General References | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.75: 71 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 71 words"
Product Model Concepts - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/product-model-concepts/,www.svpg.com,,General References,0.4,0.75,0.55,0.65,0.7,0.5775,"Relevance 0.40: matched query terms ['product'] and 0 category keywords for General References | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 52 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 52 words"
Product Leadership Is Hard - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/product-leadership-is-hard/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.8,0.7,0.6875,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 63 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 63 words"
Product Roadmaps - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/product-roadmaps/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.7,0.7,0.6725,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.70: 37 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 37 words"
Coaching - Strategic Context - Silicon Valley Product Group : Silicon Valley Product Group,https://www.svpg.com/coaching-strategic-context/,www.svpg.com,,General References,0.4,0.75,0.55,0.65,0.7,0.5775,"Relevance 0.40: matched query terms ['product'] and 0 category keywords for General References | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 46 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 46 words"
Changing How You Decide Which Problems To Solve,https://www.svpg.com/changing-how-you-decide-which-problems-to-solve/,www.svpg.com,,Discovery & Product Strategy,0.65,0.75,0.55,0.7,0.7,0.6725,"Relevance 0.65: matched query terms ['product', 'strategy'] and 1 category keywords for Discovery & Product Strategy | Authority 0.75: domain www.svpg.com carries prior for svpg.com | Recency 0.55: missing date, neutral score | Completeness 0.70: 32 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 32 words"
Book Summary: Continuous Discovery Habits by Teresa Torres,https://andrewclark.co.uk/product-book-summaries/continuous-discovery-habits,andrewclark.co.uk,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain andrewclark.co.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 55 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 55 words"
Continuous Discovery Habits Summary of Key Ideas and... - Blinkist,https://www.blinkist.com/en/books/continuous-discovery-habits-en,www.blinkist.com,,General References,1.0,0.55,0.55,0.55,0.7,0.7225,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.blinkist.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 24 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 24 words"
Book notes: Continuous Discovery Habits - danlebrero.com,https://danlebrero.com/2024/02/28/continuous-discovery-habits-summary/,danlebrero.com,,Engineering & Tooling,1.0,0.45,0.55,0.8,0.7,0.735,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 1 category keywords for Engineering & Tooling | Authority 0.45: neutral domain danlebrero.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 71 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 71 words"
Continuous Discovery Habits by Teresa Torres ... - Shortform Books,https://www.shortform.com/blog/continuous-discovery-habits-by-teresa-torres/,www.shortform.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.shortform.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 44 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 44 words"
"Continuous Discovery Habits, by Teresa Torres",https://evansamek.substack.com/p/summary-continuous-discovery-habits,evansamek.substack.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain evansamek.substack.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 40 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 40 words"
Continuous Discovery Habits Chapter Summary | Teresa Torres,https://www.bookey.app/book/continuous-discovery-habits,www.bookey.app,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.bookey.app | Recency 0.55: missing date, neutral score | Completeness 0.65: 37 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 37 words"
Continuous Discovery Habits Summary and Study Guide ...,https://www.supersummary.com/continuous-discovery-habits/summary/,www.supersummary.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.supersummary.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 31 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 31 words"
Books Summary : Continuous Discovery Habits – Awkward Engineer,https://www.awkwardengineer.com/blogs/awkward-engineer-blog/books-summary-continuous-discovery-habits,www.awkwardengineer.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.awkwardengineer.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 38 words"
"Continuous Discovery Habits: Discover Products that Create Customer Value and Business Value: Torres, Teresa: 9781736633304: Amazon.com: Books",https://www.amazon.com/Continuous-Discovery-Habits-Discover-Products/dp/1736633309,www.amazon.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.amazon.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 33 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 33 words"
Continuous Discovery Habits: Discover Products that Create Customer Value and Business Value by Teresa Torres | Goodreads,https://www.goodreads.com/book/show/58046715-continuous-discovery-habits,www.goodreads.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.goodreads.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 38 words"
Continuous Discovery Habits by Teresa Torres | Book Summary | Fundamentals of PM - HelloPM,https://hellopm.co/continuous-discovery-habits-by-teresa-torres-book-summary-fundamentals-of-pm/,hellopm.co,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain hellopm.co | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 38 words"
An Overview On Teresa's Torres Continuous Discovery Framework,https://userpilot.com/blog/continuous-discovery-framework-teresa-torres/,userpilot.com,,General References,0.85,0.45,0.55,0.55,0.7,0.645,"Relevance 0.85: matched query terms ['continuous', 'discovery', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.45: neutral domain userpilot.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 26 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 26 words"
Continuous Discovery Habits by Teresa Torres | Book Summary - HelloPM,https://hellopm.co/books/continuous-discovery-habits-by-teresa-torres-book-summary/,hellopm.co,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain hellopm.co | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Continuous Discovery Habits PDF Teresa Torres,https://cdn.bookey.app/files/pdf/book/en/continuous-discovery-habits.pdf,cdn.bookey.app,,General References,1.0,0.55,0.55,0.35,0.7,0.6925,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain cdn.bookey.app | Recency 0.55: missing date, neutral score | Completeness 0.35: 8 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 8 words"
Continuous Discovery Habits Free Summary by Teresa Torres,https://www.getabstract.com/en/summary/continuous-discovery-habits/45191,www.getabstract.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.getabstract.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Continuous Discovery Habits: Book Summary | by Reshuka Jain | Medium,https://reshukajain.medium.com/continuous-discovery-habits-book-summary-de1639c18677,reshukajain.medium.com,,General References,1.0,0.55,0.55,0.55,0.7,0.7225,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain reshukajain.medium.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 25 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 25 words"
“Continuous Discovery Habits” (book review) | by MAA1 | Medium,https://maa1.medium.com/continuous-discovery-habits-book-review-f6ef29f18ce4,maa1.medium.com,,General References,0.85,0.55,0.55,0.65,0.7,0.685,"Relevance 0.85: matched query terms ['continuous', 'discovery', 'habits', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain maa1.medium.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 32 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 32 words"
Book Summary: CONTINUOUS DISCOVERY HABITS by Teresa Torres - Ramu Kallepalli,https://ramukallepalli.com/book-summary-continuous-discovery-habits/,ramukallepalli.com,,General References,1.0,0.45,0.55,0.75,0.7,0.7275,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain ramukallepalli.com | Recency 0.55: missing date, neutral score | Completeness 0.75: 61 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 61 words"
Continuous Discovery Habits by Teresa Torres,https://www.mindtheproduct.com/continuous-discovery-habits/,www.mindtheproduct.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.mindtheproduct.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 38 words"
[PDF] Continuous Discovery Habits Summary - Teresa Torres,https://www.shortform.com/pdf/continuous-discovery-habits-pdf-teresa-torres,www.shortform.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.shortform.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 33 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 33 words"
Key Takeaways from Continuous Discovery Habits | Zeda.io,https://zeda.io/blog/continuous-discovery-habits,zeda.io,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.45: neutral domain zeda.io | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Brief Summary of Continuous Discovery Habits `,https://srinathramakrishnan.wordpress.com/wp-content/uploads/2021/06/brief-summary-of-continuous-discovery-habits.pdf,srinathramakrishnan.wordpress.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain srinathramakrishnan.wordpress.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 56 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 56 words"
Continuous Discovery Habits : Summary | by Ron | Medium,https://medium.com/@ronaksha123/continuous-discovery-habits-chap-1-ee9fa0fb46c6,medium.com,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain medium.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 30 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 30 words"
Continuous Discovery Habits Summary 2024 - Deepstash,https://deepstash.com/book/304/continuous-discovery-habits,deepstash.com,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain deepstash.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 34 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 34 words"
Continuous Discovery Habits with Teresa Torres,https://dovetail.com/outlier/continuous-discovery-teresa-torres/,dovetail.com,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.45: neutral domain dovetail.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 42 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 42 words"
Continuous Discovery Habits Summary,https://www.getstoryshots.com/books/continuous-discovery-habits-summary/,www.getstoryshots.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.getstoryshots.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 39 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 39 words"
Teresa Torres : Continuous Discovery Habits : Discover Products...,https://www.linkedin.com/pulse/teresa-torres-continuous-discovery-habits-discover-products-hudymač,www.linkedin.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.linkedin.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 42 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 42 words"
Continuous Discovery Habits | Discover ... | The Mihir Chronicles,https://mihirchronicles.com/continuous-discovery-habits/,mihirchronicles.com,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain mihirchronicles.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 52 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 52 words"
Summary of Continuous Discovery Habits by Teresa Torres |,https://www.martinlugton.com/continuous-discovery-habits,www.martinlugton.com,,General References,1.0,0.55,0.55,0.55,0.7,0.7225,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.martinlugton.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 19 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 19 words"
Continuous Discovery Habits - GlobalOrange,https://www.globalorange.nl/en/knowledge/continuous-discovery-habits/,www.globalorange.nl,,General References,1.0,0.55,0.55,0.55,0.7,0.7225,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.globalorange.nl | Recency 0.55: missing date, neutral score | Completeness 0.55: 17 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 17 words"
Takeaways from Continuous Discovery Habits - Teresa Torres,https://www.johnluangco.com/2023/05/my-takeaways-from-continuous-discovery.html,www.johnluangco.com,,General References,1.0,0.55,0.55,0.55,0.7,0.7225,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.55: neutral domain www.johnluangco.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 27 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 27 words"
Continuous Discovery Habits by Teresa Torres – The Rabbit,https://blas.com/continuous-discovery-habits/,blas.com,,General References,1.0,0.45,0.55,0.55,0.7,0.6975,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres'] and 0 category keywords for General References | Authority 0.45: neutral domain blas.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 22 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 22 words"
Continuous Discovery Habits – Teresa Torres | Free Book,https://nextbigwhat.com/continuous-discovery-habits-teresa-torres-free-book-summary/,nextbigwhat.com,,General References,1.0,0.45,0.55,0.55,0.7,0.6975,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain nextbigwhat.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 17 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 17 words"
Continuous Discovery Habits Book Summary,https://brieflane.com/en/books/continuous-discovery-habits,brieflane.com,,General References,1.0,0.45,0.55,0.55,0.7,0.6975,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain brieflane.com | Recency 0.55: missing date, neutral score | Completeness 0.55: 22 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 22 words"
Book Summary: Continuous Discovery Habits by Teresa Torres,https://5minutebooksummary.com/continuous-discovery-habits-summary/,5minutebooksummary.com,,General References,1.0,0.45,0.55,0.65,0.7,0.7125,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.45: neutral domain 5minutebooksummary.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 39 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 39 words"
Brief Summary of Continuous Discovery Habits - WordPress.com,https://srinathramakrishnan.files.wordpress.com/2021/06/brief-summary-of-continuous-discovery-habits.pdf,srinathramakrishnan.files.wordpress.com,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain srinathramakrishnan.files.wordpress.com | Recency 0.55: missing date, neutral score | Completeness 0.65: 54 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 54 words"
"Continuous Discovery Habits Book Summary by Teresa Torres Book Summary: Continuous Discovery Habits by Teresa Torres Book Summary : Continuous Discovery Habits by Teresa Torres Book Summary : Continuous Discovery Habits by Teresa Torres Book Summary : Continuous Discovery Habits by Teresa Torres Book Summary : Continuous Discovery Habits by Teresa Torres Continuous Discovery Habits Book Summary with PDF, Quotes & Audio",https://www.shortform.com/summary/continuous-discovery-habits-summary-teresa-torres,www.shortform.com,,Discovery & Product Strategy,1.0,0.55,0.55,0.8,0.6,0.75,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 1 category keywords for Discovery & Product Strategy | Authority 0.55: neutral domain www.shortform.com | Recency 0.55: missing date, neutral score | Completeness 0.80: 308 words in snippet with 1 category keyword hits | Readability 0.60: snippet length 308 words"
"Continuous Discovery Habits Book Summary with PDF, Quotes & Audio",https://www.15minutes.ai/book-summary/Continuous-Discovery-Habits-1495,www.15minutes.ai,,General References,1.0,0.55,0.55,0.65,0.7,0.7375,"Relevance 1.00: matched query terms ['continuous', 'discovery', 'habits', 'teresa', 'torres', 'summary'] and 0 category keywords for General References | Authority 0.55: neutral domain www.15minutes.ai | Recency 0.55: missing date, neutral score | Completeness 0.65: 37 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 37 words"
How the discovery phase works - Service Manual - GOV.UK,https://www.gov.uk/service-manual/agile-delivery/how-the-discovery-phase-works,www.gov.uk,,General References,0.85,0.9,0.55,0.55,0.7,0.7575,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 24 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 24 words"
What a discovery is and why we’re doing this discovery,https://design-histories.education.gov.uk/communicating-allocations/what-a-discovery-is,design-histories.education.gov.uk,,Governance & Ethics,0.95,0.9,0.55,0.8,0.7,0.83,"Relevance 0.95: matched query terms ['service', 'manual', 'discovery', 'phase'] and 1 category keywords for Governance & Ethics | Authority 0.90: domain design-histories.education.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.80: 70 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 70 words"
